Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths
01/11/2022,Fairfax,143752,4344,1263
01/11/2022,Loudoun,53685,1295,315
01/11/2022,Prince William,88536,3406,690
01/10/2022,Alexandria,23325,676,161
01/10/2022,Arlington,31308,983,283
01/10/2022,Fairfax,141393,4338,1260
01/10/2022,Loudoun,52772,1290,314
01/10/2022,Prince William,87078,3384,689
01/09/2022,Alexandria,22919,674,161
01/09/2022,Arlington,30658,978,283
01/09/2022,Fairfax,139459,4335,1260
01/09/2022,Loudoun,52195,1286,314
01/09/2022,Prince William,86234,3338,689
01/08/2022,Alexandria,22436,673,161
01/08/2022,Arlington,29998,976,283
01/08/2022,Fairfax,137079,4327,1260
01/08/2022,Loudoun,51541,1285,314
01/08/2022,Prince William,85288,3315,689
01/07/2022,Alexandria,21809,672,161
01/07/2022,Arlington,29131,971,283
01/07/2022,Fairfax,133516,4325,1260
01/07/2022,Loudoun,50276,1282,314
01/07/2022,Prince William,83242,3260,689
01/06/2022,Alexandria,21422,670,161
01/06/2022,Arlington,28681,969,283
01/06/2022,Fairfax,130796,4322,1260
01/06/2022,Loudoun,49295,1280,314
01/06/2022,Prince William,81568,3229,689
01/05/2022,Alexandria,21086,669,161
01/05/2022,Arlington,27995,966,283
01/05/2022,Fairfax,128808,4310,1260
01/05/2022,Loudoun,48419,1279,314
01/05/2022,Prince William,80596,3196,689
01/04/2022,Alexandria,20875,667,161
01/04/2022,Arlington,27795,965,283
01/04/2022,Fairfax,127320,4306,1260
01/04/2022,Loudoun,47513,1278,314
01/04/2022,Prince William,79930,3167,689
01/03/2022,Alexandria,20419,664,161
01/03/2022,Arlington,27474,963,283
01/03/2022,Fairfax,125707,4300,1260
01/03/2022,Loudoun,46772,1273,314
01/03/2022,Prince William,78944,3103,689
01/02/2022,Alexandria,20151,661,161
01/02/2022,Arlington,27164,963,283
01/02/2022,Fairfax,124328,4297,1260
01/02/2022,Loudoun,46378,1269,314
01/02/2022,Prince William,78326,3074,689
01/01/2022,Alexandria,19111,658,161
01/01/2022,Arlington,26547,964,283
01/01/2022,Fairfax,121517,4291,1260
01/01/2022,Loudoun,45504,1266,314
01/01/2022,Prince William,76858,3015,689
12/31/2021,Alexandria,18480,656,161
12/31/2021,Arlington,26170,961,283
12/31/2021,Fairfax,119065,4288,1260
12/31/2021,Loudoun,44607,1264,314
12/31/2021,Prince William,75542,2948,689
12/30/2021,Alexandria,18779,654,161
12/30/2021,Arlington,25386,959,283
12/30/2021,Fairfax,115879,4277,1259
12/30/2021,Loudoun,43392,1262,314
12/30/2021,Prince William,73844,2863,689
12/29/2021,Alexandria,18319,651,161
12/29/2021,Arlington,24753,957,283
12/29/2021,Fairfax,113773,4271,1258
12/29/2021,Loudoun,42751,1254,312
12/29/2021,Prince William,72791,2813,689
12/28/2021,Alexandria,18082,647,161
12/28/2021,Arlington,24463,956,283
12/28/2021,Fairfax,111907,4262,1258
12/28/2021,Loudoun,42080,1247,312
12/28/2021,Prince William,71524,2712,688
12/27/2021,Alexandria,17814,647,157
12/27/2021,Arlington,24041,954,278
12/27/2021,Fairfax,110416,4260,1244
12/27/2021,Loudoun,41565,1246,309
12/27/2021,Prince William,70886,2678,667
12/26/2021,Alexandria,17758,645,157
12/26/2021,Arlington,23915,951,277
12/26/2021,Fairfax,109556,4256,1244
12/26/2021,Loudoun,41281,1244,309
12/26/2021,Prince William,70463,2633,667
12/25/2021,Alexandria,17497,645,157
12/25/2021,Arlington,23700,951,277
12/25/2021,Fairfax,108564,4253,1244
12/25/2021,Loudoun,40966,1244,309
12/25/2021,Prince William,69980,2586,667
12/24/2021,Alexandria,17121,644,157
12/24/2021,Arlington,23013,950,276
12/24/2021,Fairfax,107082,4245,1243
12/24/2021,Loudoun,40503,1244,309
12/24/2021,Prince William,69153,2537,666
12/23/2021,Alexandria,16811,644,157
12/23/2021,Arlington,22421,949,276
12/23/2021,Fairfax,105504,4242,1242
12/23/2021,Loudoun,39898,1243,307
12/23/2021,Prince William,68411,2493,665
12/22/2021,Alexandria,16495,644,157
12/22/2021,Arlington,22062,949,276
12/22/2021,Fairfax,104275,4236,1239
12/22/2021,Loudoun,39481,1242,307
12/22/2021,Prince William,67826,2465,663
12/21/2021,Alexandria,16238,643,156
12/21/2021,Arlington,21755,948,276
12/21/2021,Fairfax,103092,4234,1239
12/21/2021,Loudoun,39045,1241,307
12/21/2021,Prince William,67227,2448,662
12/20/2021,Alexandria,16075,640,156
12/20/2021,Arlington,21494,947,276
12/20/2021,Fairfax,102362,4229,1238
12/20/2021,Loudoun,38699,1240,308
12/20/2021,Prince William,66904,2447,660
12/19/2021,Alexandria,15934,639,156
12/19/2021,Arlington,21262,945,276
12/19/2021,Fairfax,101827,4226,1238
12/19/2021,Loudoun,38526,1240,308
12/19/2021,Prince William,66651,2433,660
12/18/2021,Alexandria,15778,639,156
12/18/2021,Arlington,21069,945,276
12/18/2021,Fairfax,101356,4222,1237
12/18/2021,Loudoun,38343,1238,308
12/18/2021,Prince William,66424,2422,659
12/17/2021,Alexandria,15633,637,156
12/17/2021,Arlington,20801,944,276
12/17/2021,Fairfax,100844,4219,1236
12/17/2021,Loudoun,38086,1239,308
12/17/2021,Prince William,66143,2414,659
12/16/2021,Alexandria,15517,637,156
12/16/2021,Arlington,20616,944,276
12/16/2021,Fairfax,100399,4217,1234
12/16/2021,Loudoun,37893,1236,306
12/16/2021,Prince William,65907,2407,659
12/15/2021,Alexandria,15407,637,156
12/15/2021,Arlington,20448,943,276
12/15/2021,Fairfax,100075,4215,1233
12/15/2021,Loudoun,37708,1232,307
12/15/2021,Prince William,65715,2405,659
12/14/2021,Alexandria,15332,636,155
12/14/2021,Arlington,20360,939,276
12/14/2021,Fairfax,99740,4214,1232
12/14/2021,Loudoun,37530,1230,305
12/14/2021,Prince William,65536,2401,659
12/13/2021,Alexandria,15300,635,155
12/13/2021,Arlington,20292,938,276
12/13/2021,Fairfax,99541,4212,1228
12/13/2021,Loudoun,37384,1228,305
12/13/2021,Prince William,65421,2402,659
12/12/2021,Alexandria,15266,635,155
12/12/2021,Arlington,20244,938,276
12/12/2021,Fairfax,99399,4211,1228
12/12/2021,Loudoun,37286,1228,305
12/12/2021,Prince William,65323,2395,659
12/11/2021,Alexandria,15216,632,155
12/11/2021,Arlington,20190,938,276
12/11/2021,Fairfax,99035,4209,1228
12/11/2021,Loudoun,37135,1227,304
12/11/2021,Prince William,65082,2389,659
12/10/2021,Alexandria,15185,634,155
12/10/2021,Arlington,20112,938,276
12/10/2021,Fairfax,98964,4209,1227
12/10/2021,Loudoun,37054,1227,304
12/10/2021,Prince William,65040,2386,659
12/09/2021,Alexandria,15140,634,155
12/09/2021,Arlington,20037,938,276
12/09/2021,Fairfax,98722,4207,1227
12/09/2021,Loudoun,36928,1227,304
12/09/2021,Prince William,64897,2377,660
12/08/2021,Alexandria,15105,633,155
12/08/2021,Arlington,19952,938,276
12/08/2021,Fairfax,98499,4206,1228
12/08/2021,Loudoun,36816,1225,304
12/08/2021,Prince William,64745,2371,658
12/07/2021,Alexandria,15056,631,155
12/07/2021,Arlington,19893,938,276
12/07/2021,Fairfax,98154,4203,1227
12/07/2021,Loudoun,36677,1225,304
12/07/2021,Prince William,64539,2370,653
12/06/2021,Alexandria,15016,630,155
12/06/2021,Arlington,19828,941,276
12/06/2021,Fairfax,97999,4201,1227
12/06/2021,Loudoun,36571,1229,304
12/06/2021,Prince William,64423,2367,653
12/05/2021,Alexandria,14987,629,155
12/05/2021,Arlington,19777,941,276
12/05/2021,Fairfax,97877,4201,1227
12/05/2021,Loudoun,36485,1229,304
12/05/2021,Prince William,64347,2364,653
12/04/2021,Alexandria,14951,629,155
12/04/2021,Arlington,19736,941,276
12/04/2021,Fairfax,97687,4198,1227
12/04/2021,Loudoun,36401,1228,305
12/04/2021,Prince William,64238,2360,653
12/03/2021,Alexandria,14922,628,155
12/03/2021,Arlington,19673,941,276
12/03/2021,Fairfax,97488,4196,1227
12/03/2021,Loudoun,36292,1226,304
12/03/2021,Prince William,64108,2357,653
12/02/2021,Alexandria,14879,628,155
12/02/2021,Arlington,19600,941,275
12/02/2021,Fairfax,97289,4195,1227
12/02/2021,Loudoun,36186,1225,304
12/02/2021,Prince William,63973,2349,653
12/01/2021,Alexandria,14837,626,155
12/01/2021,Arlington,19543,941,275
12/01/2021,Fairfax,97058,4195,1227
12/01/2021,Loudoun,36064,1222,304
12/01/2021,Prince William,63830,2346,652
11/30/2021,Alexandria,14806,626,155
11/30/2021,Arlington,19505,941,275
11/30/2021,Fairfax,96799,4191,1226
11/30/2021,Loudoun,35934,1222,303
11/30/2021,Prince William,63668,2343,652
11/29/2021,Alexandria,14789,626,154
11/29/2021,Arlington,19470,941,275
11/29/2021,Fairfax,96651,4189,1226
11/29/2021,Loudoun,35847,1219,303
11/29/2021,Prince William,63579,2341,651
11/28/2021,Alexandria,14776,625,154
11/28/2021,Arlington,19432,940,275
11/28/2021,Fairfax,96521,4187,1226
11/28/2021,Loudoun,35793,1219,303
11/28/2021,Prince William,63525,2340,651
11/27/2021,Alexandria,14759,625,154
11/27/2021,Arlington,19421,940,275
11/27/2021,Fairfax,96459,4185,1226
11/27/2021,Loudoun,35764,1218,303
11/27/2021,Prince William,63475,2338,649
11/26/2021,Alexandria,14753,625,154
11/26/2021,Arlington,19414,940,275
11/26/2021,Fairfax,96366,4184,1226
11/26/2021,Loudoun,35699,1218,303
11/26/2021,Prince William,63434,2337,649
11/25/2021,Alexandria,14740,625,154
11/25/2021,Arlington,19389,940,275
11/25/2021,Fairfax,96262,4183,1225
11/25/2021,Loudoun,35641,1218,303
11/25/2021,Prince William,63388,2335,648
11/24/2021,Alexandria,14728,625,154
11/24/2021,Arlington,19353,939,275
11/24/2021,Fairfax,96100,4182,1225
11/24/2021,Loudoun,35585,1217,303
11/24/2021,Prince William,63312,2332,648
11/23/2021,Alexandria,14714,625,154
11/23/2021,Arlington,19324,939,275
11/23/2021,Fairfax,95926,4179,1225
11/23/2021,Loudoun,35514,1216,303
11/23/2021,Prince William,63252,2334,647
11/22/2021,Alexandria,14701,625,153
11/22/2021,Arlington,19289,938,275
11/22/2021,Fairfax,95798,4385,1225
11/22/2021,Loudoun,35455,1211,303
11/22/2021,Prince William,63191,2332,647
11/21/2021,Alexandria,14692,624,153
11/21/2021,Arlington,19269,938,275
11/21/2021,Fairfax,95688,4384,1225
11/21/2021,Loudoun,35410,1211,303
11/21/2021,Prince William,63114,2330,647
11/20/2021,Alexandria,14665,624,153
11/20/2021,Arlington,19245,937,275
11/20/2021,Fairfax,95574,4384,1225
11/20/2021,Loudoun,35337,1211,303
11/20/2021,Prince William,63057,2327,645
11/19/2021,Alexandria,14647,624,153
11/19/2021,Arlington,19221,936,274
11/19/2021,Fairfax,95429,4381,1225
11/19/2021,Loudoun,35260,1211,303
11/19/2021,Prince William,62990,2322,645
11/18/2021,Alexandria,14616,624,153
11/18/2021,Arlington,19176,936,274
11/18/2021,Fairfax,95248,4379,1224
11/18/2021,Loudoun,35191,1211,303
11/18/2021,Prince William,62896,2321,645
11/17/2021,Alexandria,14601,623,153
11/17/2021,Arlington,19143,935,274
11/17/2021,Fairfax,95067,4376,1222
11/17/2021,Loudoun,35094,1211,302
11/17/2021,Prince William,62789,2319,645
11/16/2021,Alexandria,14571,623,153
11/16/2021,Arlington,19089,935,274
11/16/2021,Fairfax,94843,4377,1221
11/16/2021,Loudoun,34980,1211,302
11/16/2021,Prince William,62627,2316,643
11/15/2021,Alexandria,14562,623,152
11/15/2021,Arlington,19063,936,274
11/15/2021,Fairfax,94770,4390,1219
11/15/2021,Loudoun,34928,1211,302
11/15/2021,Prince William,62564,2315,642
11/14/2021,Alexandria,14547,622,152
11/14/2021,Arlington,19049,936,274
11/14/2021,Fairfax,94690,4390,1219
11/14/2021,Loudoun,34890,1211,302
11/14/2021,Prince William,62518,2310,642
11/13/2021,Alexandria,14533,622,152
11/13/2021,Arlington,19028,936,274
11/13/2021,Fairfax,94588,4390,1218
11/13/2021,Loudoun,34837,1210,301
11/13/2021,Prince William,62451,2307,641
11/12/2021,Alexandria,14524,622,152
11/12/2021,Arlington,18990,936,274
11/12/2021,Fairfax,94465,4389,1216
11/12/2021,Loudoun,34782,1210,301
11/12/2021,Prince William,62377,2303,641
11/11/2021,Alexandria,14509,622,151
11/11/2021,Arlington,18960,934,274
11/11/2021,Fairfax,94343,4390,1214
11/11/2021,Loudoun,34732,1208,301
11/11/2021,Prince William,62302,2301,640
11/10/2021,Alexandria,14488,622,151
11/10/2021,Arlington,18915,934,273
11/10/2021,Fairfax,94193,4389,1214
11/10/2021,Loudoun,34655,1207,301
11/10/2021,Prince William,62216,2298,639
11/09/2021,Alexandria,14460,622,151
11/09/2021,Arlington,18892,933,273
11/09/2021,Fairfax,94066,4389,1214
11/09/2021,Loudoun,34594,1207,301
11/09/2021,Prince William,62162,2296,639
11/08/2021,Alexandria,14455,622,151
11/08/2021,Arlington,18853,933,273
11/08/2021,Fairfax,93990,4387,1214
11/08/2021,Loudoun,34544,1206,301
11/08/2021,Prince William,62041,2293,638
11/07/2021,Alexandria,14435,621,151
11/07/2021,Arlington,18829,933,272
11/07/2021,Fairfax,93944,4386,1214
11/07/2021,Loudoun,34519,1206,301
11/07/2021,Prince William,61991,2291,638
11/06/2021,Alexandria,14414,621,151
11/06/2021,Arlington,18798,933,272
11/06/2021,Fairfax,93874,4385,1214
11/06/2021,Loudoun,34489,1205,300
11/06/2021,Prince William,61943,2289,638
11/05/2021,Alexandria,14400,621,150
11/05/2021,Arlington,18766,933,272
11/05/2021,Fairfax,93780,4376,1215
11/05/2021,Loudoun,34455,1203,300
11/05/2021,Prince William,61876,2290,638
11/04/2021,Alexandria,14378,621,150
11/04/2021,Arlington,18739,931,272
11/04/2021,Fairfax,93705,4376,1215
11/04/2021,Loudoun,34408,1202,300
11/04/2021,Prince William,61810,2287,636
11/03/2021,Alexandria,14363,621,150
11/03/2021,Arlington,18722,930,272
11/03/2021,Fairfax,93614,4375,1214
11/03/2021,Loudoun,34355,1202,300
11/03/2021,Prince William,61724,2284,634
11/02/2021,Alexandria,14342,621,149
11/02/2021,Arlington,18695,928,271
11/02/2021,Fairfax,93477,4375,1214
11/02/2021,Loudoun,34300,1202,300
11/02/2021,Prince William,61651,2284,632
11/01/2021,Alexandria,14331,621,149
11/01/2021,Arlington,18674,926,271
11/01/2021,Fairfax,93373,4373,1213
11/01/2021,Loudoun,34266,1200,300
11/01/2021,Prince William,61601,2281,632
10/31/2021,Alexandria,14317,621,149
10/31/2021,Arlington,18661,926,271
10/31/2021,Fairfax,93326,4371,1213
10/31/2021,Loudoun,34240,1200,300
10/31/2021,Prince William,61538,2277,632
10/30/2021,Alexandria,14303,621,149
10/30/2021,Arlington,18639,926,271
10/30/2021,Fairfax,93243,4370,1212
10/30/2021,Loudoun,34207,1200,300
10/30/2021,Prince William,61478,2274,628
10/29/2021,Alexandria,14277,621,149
10/29/2021,Arlington,18624,927,271
10/29/2021,Fairfax,93161,4367,1211
10/29/2021,Loudoun,34176,1200,300
10/29/2021,Prince William,61423,2275,627
10/28/2021,Alexandria,14255,621,149
10/28/2021,Arlington,18594,927,271
10/28/2021,Fairfax,93041,4364,1211
10/28/2021,Loudoun,34125,1197,300
10/28/2021,Prince William,61339,2270,627
10/27/2021,Alexandria,14231,621,149
10/27/2021,Arlington,18572,927,271
10/27/2021,Fairfax,92944,4361,1210
10/27/2021,Loudoun,34074,1194,298
10/27/2021,Prince William,61243,2267,627
10/26/2021,Alexandria,14211,621,149
10/26/2021,Arlington,18539,926,270
10/26/2021,Fairfax,92823,4361,1209
10/26/2021,Loudoun,34035,1193,297
10/26/2021,Prince William,61171,2265,624
10/25/2021,Alexandria,14194,620,149
10/25/2021,Arlington,18525,926,269
10/25/2021,Fairfax,92739,4360,1209
10/25/2021,Loudoun,34005,1193,296
10/25/2021,Prince William,61130,2264,623
10/24/2021,Alexandria,14182,620,148
10/24/2021,Arlington,18515,923,269
10/24/2021,Fairfax,92672,4357,1209
10/24/2021,Loudoun,33968,1191,295
10/24/2021,Prince William,61093,2263,623
10/23/2021,Alexandria,14168,620,148
10/23/2021,Arlington,18487,923,269
10/23/2021,Fairfax,92615,4356,1208
10/23/2021,Loudoun,33926,1191,295
10/23/2021,Prince William,61041,2262,622
10/22/2021,Alexandria,14148,620,148
10/22/2021,Arlington,18449,922,269
10/22/2021,Fairfax,92506,4354,1206
10/22/2021,Loudoun,33870,1189,295
10/22/2021,Prince William,60952,2262,621
10/21/2021,Alexandria,14132,620,148
10/21/2021,Arlington,18415,922,269
10/21/2021,Fairfax,92380,4354,1205
10/21/2021,Loudoun,33816,1189,295
10/21/2021,Prince William,60878,2261,619
10/20/2021,Alexandria,14119,620,148
10/20/2021,Arlington,18392,920,269
10/20/2021,Fairfax,92248,4352,1205
10/20/2021,Loudoun,33766,1189,295
10/20/2021,Prince William,60773,2261,619
10/19/2021,Alexandria,14090,620,148
10/19/2021,Arlington,18367,919,269
10/19/2021,Fairfax,92122,4351,1204
10/19/2021,Loudoun,33715,1188,294
10/19/2021,Prince William,60647,2260,618
10/18/2021,Alexandria,14070,620,148
10/18/2021,Arlington,18354,918,269
10/18/2021,Fairfax,91980,4349,1201
10/18/2021,Loudoun,33659,1186,294
10/18/2021,Prince William,60574,2257,615
10/17/2021,Alexandria,14046,618,148
10/17/2021,Arlington,18317,917,269
10/17/2021,Fairfax,91896,4348,1200
10/17/2021,Loudoun,33635,1185,294
10/17/2021,Prince William,60511,2254,615
10/16/2021,Alexandria,14037,618,148
10/16/2021,Arlington,18302,917,269
10/16/2021,Fairfax,91602,4341,1200
10/16/2021,Loudoun,33575,1185,294
10/16/2021,Prince William,60368,2251,614
10/15/2021,Alexandria,14019,615,148
10/15/2021,Arlington,18265,917,269
10/15/2021,Fairfax,91565,4342,1198
10/15/2021,Loudoun,33536,1185,294
10/15/2021,Prince William,60341,2248,612
10/14/2021,Alexandria,13987,615,148
10/14/2021,Arlington,18235,916,269
10/14/2021,Fairfax,91415,4340,1194
10/14/2021,Loudoun,33482,1184,294
10/14/2021,Prince William,60224,2245,611
10/13/2021,Alexandria,13971,615,148
10/13/2021,Arlington,18195,915,266
10/13/2021,Fairfax,91260,4340,1193
10/13/2021,Loudoun,33414,1182,293
10/13/2021,Prince William,60065,2246,609
10/12/2021,Alexandria,13938,615,148
10/12/2021,Arlington,18161,915,266
10/12/2021,Fairfax,91120,4337,1193
10/12/2021,Loudoun,33350,1182,293
10/12/2021,Prince William,59957,2241,609
10/11/2021,Alexandria,13914,614,148
10/11/2021,Arlington,18135,914,266
10/11/2021,Fairfax,91006,4334,1191
10/11/2021,Loudoun,33293,1182,293
10/11/2021,Prince William,59863,2234,608
10/10/2021,Alexandria,13895,613,148
10/10/2021,Arlington,18130,912,266
10/10/2021,Fairfax,90926,4331,1191
10/10/2021,Loudoun,33268,1182,293
10/10/2021,Prince William,59823,2231,608
10/09/2021,Alexandria,13874,613,148
10/09/2021,Arlington,18090,911,266
10/09/2021,Fairfax,90771,4329,1191
10/09/2021,Loudoun,33232,1180,292
10/09/2021,Prince William,59738,2228,607
10/08/2021,Alexandria,13850,612,148
10/08/2021,Arlington,18046,910,266
10/08/2021,Fairfax,90641,4319,1186
10/08/2021,Loudoun,33175,1179,292
10/08/2021,Prince William,59590,2225,607
10/07/2021,Alexandria,13814,611,148
10/07/2021,Arlington,18004,910,266
10/07/2021,Fairfax,90452,4319,1186
10/07/2021,Loudoun,33122,1178,292
10/07/2021,Prince William,59448,2224,607
10/06/2021,Alexandria,13790,610,148
10/06/2021,Arlington,17967,909,265
10/06/2021,Fairfax,90263,4316,1183
10/06/2021,Loudoun,33084,1178,292
10/06/2021,Prince William,59335,2223,607
10/05/2021,Alexandria,13745,610,148
10/05/2021,Arlington,17870,908,265
10/05/2021,Fairfax,90020,4314,1182
10/05/2021,Loudoun,32815,1175,291
10/05/2021,Prince William,58426,2211,607
10/04/2021,Alexandria,13754,609,147
10/04/2021,Arlington,17906,907,265
10/04/2021,Fairfax,90010,4308,1181
10/04/2021,Loudoun,32954,1172,291
10/04/2021,Prince William,59123,2219,606
10/03/2021,Alexandria,13725,608,147
10/03/2021,Arlington,17860,906,264
10/03/2021,Fairfax,89889,4307,1181
10/03/2021,Loudoun,32929,1172,291
10/03/2021,Prince William,59042,2215,606
10/02/2021,Alexandria,13702,606,147
10/02/2021,Arlington,17834,906,264
10/02/2021,Fairfax,89767,4305,1180
10/02/2021,Loudoun,32865,1172,291
10/02/2021,Prince William,58938,2214,606
10/01/2021,Alexandria,13674,609,147
10/01/2021,Arlington,17799,906,264
10/01/2021,Fairfax,89617,4297,1180
10/01/2021,Loudoun,32793,1168,291
10/01/2021,Prince William,58821,2207,604
09/30/2021,Alexandria,13650,606,144
09/30/2021,Arlington,17775,906,264
09/30/2021,Fairfax,89479,4295,1180
09/30/2021,Loudoun,32745,1165,290
09/30/2021,Prince William,58690,2204,604
09/29/2021,Alexandria,13625,605,144
09/29/2021,Arlington,17750,906,263
09/29/2021,Fairfax,89326,4293,1178
09/29/2021,Loudoun,32662,1165,290
09/29/2021,Prince William,58537,2202,602
09/28/2021,Alexandria,13605,605,144
09/28/2021,Arlington,17709,904,263
09/28/2021,Fairfax,89091,4290,1178
09/28/2021,Loudoun,32604,1162,288
09/28/2021,Prince William,58331,2196,603
09/27/2021,Alexandria,13585,603,144
09/27/2021,Arlington,17689,901,263
09/27/2021,Fairfax,88953,4288,1178
09/27/2021,Loudoun,32529,1160,288
09/27/2021,Prince William,58227,2196,601
09/26/2021,Alexandria,13569,602,144
09/26/2021,Arlington,17659,898,262
09/26/2021,Fairfax,88817,4283,1178
09/26/2021,Loudoun,32479,1160,288
09/26/2021,Prince William,58147,2191,601
09/25/2021,Alexandria,13538,602,143
09/25/2021,Arlington,17624,898,262
09/25/2021,Fairfax,88681,4281,1178
09/25/2021,Loudoun,32401,1160,288
09/25/2021,Prince William,58062,2185,598
09/24/2021,Alexandria,13513,598,143
09/24/2021,Arlington,17571,894,262
09/24/2021,Fairfax,88492,4278,1177
09/24/2021,Loudoun,32308,1159,288
09/24/2021,Prince William,57924,2182,596
09/23/2021,Alexandria,13480,598,143
09/23/2021,Arlington,17526,894,261
09/23/2021,Fairfax,88264,4276,1176
09/23/2021,Loudoun,32220,1158,288
09/23/2021,Prince William,57778,2181,595
09/22/2021,Alexandria,13467,597,143
09/22/2021,Arlington,17498,894,261
09/22/2021,Fairfax,88045,4273,1174
09/22/2021,Loudoun,32122,1158,288
09/22/2021,Prince William,57620,2180,593
09/21/2021,Alexandria,13439,597,143
09/21/2021,Arlington,17464,894,261
09/21/2021,Fairfax,87815,4269,1173
09/21/2021,Loudoun,32012,1158,287
09/21/2021,Prince William,57467,2175,592
09/20/2021,Alexandria,13399,597,143
09/20/2021,Arlington,17435,893,261
09/20/2021,Fairfax,87621,4266,1173
09/20/2021,Loudoun,31910,1156,287
09/20/2021,Prince William,57288,2172,591
09/19/2021,Alexandria,13386,597,143
09/19/2021,Arlington,17402,893,261
09/19/2021,Fairfax,87480,4264,1173
09/19/2021,Loudoun,31844,1155,287
09/19/2021,Prince William,57225,2170,591
09/18/2021,Alexandria,13368,597,143
09/18/2021,Arlington,17385,893,261
09/18/2021,Fairfax,87328,4264,1173
09/18/2021,Loudoun,31757,1155,287
09/18/2021,Prince William,57119,2157,590
09/17/2021,Alexandria,13336,597,143
09/17/2021,Arlington,17339,893,261
09/17/2021,Fairfax,87203,4258,1175
09/17/2021,Loudoun,31654,1154,287
09/17/2021,Prince William,56983,2150,590
09/16/2021,Alexandria,13305,597,143
09/16/2021,Arlington,17294,892,261
09/16/2021,Fairfax,87036,4257,1174
09/16/2021,Loudoun,31553,1154,287
09/16/2021,Prince William,56848,2146,589
09/15/2021,Alexandria,13280,597,142
09/15/2021,Arlington,17249,890,261
09/15/2021,Fairfax,86768,4252,1172
09/15/2021,Loudoun,31478,1153,287
09/15/2021,Prince William,56663,2144,589
09/14/2021,Alexandria,13247,597,142
09/14/2021,Arlington,17207,890,261
09/14/2021,Fairfax,86547,4250,1170
09/14/2021,Loudoun,31407,1149,287
09/14/2021,Prince William,56505,2138,587
09/13/2021,Alexandria,13209,597,142
09/13/2021,Arlington,17175,890,261
09/13/2021,Fairfax,86347,4250,1170
09/13/2021,Loudoun,31342,1148,287
09/13/2021,Prince William,56394,2135,584
09/12/2021,Alexandria,13180,597,142
09/12/2021,Arlington,17136,888,261
09/12/2021,Fairfax,86223,4247,1169
09/12/2021,Loudoun,31289,1147,287
09/12/2021,Prince William,56316,2124,584
09/11/2021,Alexandria,13144,597,142
09/11/2021,Arlington,17090,888,261
09/11/2021,Fairfax,86078,4245,1168
09/11/2021,Loudoun,31214,1146,286
09/11/2021,Prince William,56209,2120,584
09/10/2021,Alexandria,13105,597,142
09/10/2021,Arlington,17045,888,261
09/10/2021,Fairfax,85870,4275,1168
09/10/2021,Loudoun,31101,1146,285
09/10/2021,Prince William,56063,2117,584
09/09/2021,Alexandria,13062,597,142
09/09/2021,Arlington,16991,888,261
09/09/2021,Fairfax,85581,4272,1168
09/09/2021,Loudoun,31073,1145,285
09/09/2021,Prince William,55837,2115,583
09/08/2021,Alexandria,13025,597,142
09/08/2021,Arlington,16949,888,261
09/08/2021,Fairfax,85375,4269,1167
09/08/2021,Loudoun,31051,1143,285
09/08/2021,Prince William,55711,2111,583
09/07/2021,Alexandria,12994,595,142
09/07/2021,Arlington,16872,887,261
09/07/2021,Fairfax,85151,4262,1167
09/07/2021,Loudoun,30903,1142,285
09/07/2021,Prince William,55572,2102,583
09/06/2021,Alexandria,12979,595,142
09/06/2021,Arlington,16851,887,261
09/06/2021,Fairfax,85032,4262,1167
09/06/2021,Loudoun,30863,1142,285
09/06/2021,Prince William,55522,2097,581
09/05/2021,Alexandria,12962,595,142
09/05/2021,Arlington,16827,886,261
09/05/2021,Fairfax,84924,4261,1167
09/05/2021,Loudoun,30788,1141,285
09/05/2021,Prince William,55462,2092,581
09/04/2021,Alexandria,12951,594,142
09/04/2021,Arlington,16801,885,260
09/04/2021,Fairfax,84780,4258,1166
09/04/2021,Loudoun,30719,1141,285
09/04/2021,Prince William,55368,2089,581
09/03/2021,Alexandria,12918,594,142
09/03/2021,Arlington,16736,885,260
09/03/2021,Fairfax,84606,4256,1166
09/03/2021,Loudoun,30641,1141,285
09/03/2021,Prince William,55274,2086,581
09/02/2021,Alexandria,12885,595,142
09/02/2021,Arlington,16680,885,260
09/02/2021,Fairfax,84403,4256,1166
09/02/2021,Loudoun,30485,1140,285
09/02/2021,Prince William,55135,2082,580
09/01/2021,Alexandria,12848,595,142
09/01/2021,Arlington,16649,885,260
09/01/2021,Fairfax,84218,4252,1165
09/01/2021,Loudoun,30441,1138,285
09/01/2021,Prince William,55020,2079,580
08/31/2021,Alexandria,12817,595,142
08/31/2021,Arlington,16619,881,260
08/31/2021,Fairfax,84022,4250,1164
08/31/2021,Loudoun,30375,1136,285
08/31/2021,Prince William,54873,2073,580
08/30/2021,Alexandria,12798,595,142
08/30/2021,Arlington,16597,881,260
08/30/2021,Fairfax,83902,4253,1164
08/30/2021,Loudoun,30311,1136,285
08/30/2021,Prince William,54777,2071,578
08/29/2021,Alexandria,12788,595,142
08/29/2021,Arlington,16575,881,260
08/29/2021,Fairfax,83780,4253,1164
08/29/2021,Loudoun,30254,1136,285
08/29/2021,Prince William,54719,2071,578
08/28/2021,Alexandria,12776,595,142
08/28/2021,Arlington,16550,881,260
08/28/2021,Fairfax,83625,4250,1164
08/28/2021,Loudoun,30194,1136,285
08/28/2021,Prince William,54604,2064,578
08/27/2021,Alexandria,12751,595,142
