Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths
11/02/2020,Alexandria,4363,325,74
11/02/2020,Arlington,4778,540,154
11/02/2020,Fairfax,24642,2317,620
11/02/2020,Loudoun,8048,488,132
11/02/2020,Prince William,17385,1205,258
11/01/2020,Alexandria,4349,325,74
11/01/2020,Arlington,4764,541,154
11/01/2020,Fairfax,24475,2314,620
11/01/2020,Loudoun,8048,487,132
11/01/2020,Prince William,17269,1205,258
10/31/2020,Alexandria,4337,324,74
10/31/2020,Arlington,4714,541,154
10/31/2020,Fairfax,24343,2309,620
10/31/2020,Loudoun,7981,485,131
10/31/2020,Prince William,17230,1204,258
10/30/2020,Alexandria,4303,324,74
10/30/2020,Arlington,4686,541,154
10/30/2020,Fairfax,24182,2305,620
10/30/2020,Loudoun,7946,482,130
10/30/2020,Prince William,17155,1195,258
10/29/2020,Alexandria,4285,324,74
10/29/2020,Arlington,4647,539,154
10/29/2020,Fairfax,24067,2298,620
10/29/2020,Loudoun,7908,480,130
10/29/2020,Prince William,17053,1190,258
10/28/2020,Alexandria,4269,325,74
10/28/2020,Arlington,4630,538,154
10/28/2020,Fairfax,23882,2293,620
10/28/2020,Loudoun,7876,479,130
10/28/2020,Prince William,16928,1185,258
10/27/2020,Alexandria,4248,325,74
10/27/2020,Arlington,4586,536,154
10/27/2020,Fairfax,23769,2285,620
10/27/2020,Loudoun,7817,478,130
10/27/2020,Prince William,16849,1180,258
10/26/2020,Alexandria,4230,325,74
10/26/2020,Arlington,4562,533,154
10/26/2020,Fairfax,23695,2274,621
10/26/2020,Loudoun,7784,475,130
10/26/2020,Prince William,16689,1177,258
10/25/2020,Alexandria,4216,324,74
10/25/2020,Arlington,4537,533,154
10/25/2020,Fairfax,23584,2272,621
10/25/2020,Loudoun,7736,475,130
10/25/2020,Prince William,16658,1174,258
10/24/2020,Alexandria,4200,323,74
10/24/2020,Arlington,4508,533,154
10/24/2020,Fairfax,23463,2260,621
10/24/2020,Loudoun,7730,475,130
10/24/2020,Prince William,16615,1174,258
10/23/2020,Alexandria,4179,326,75
10/23/2020,Arlington,4488,531,153
10/23/2020,Fairfax,23367,2255,621
10/23/2020,Loudoun,7704,471,130
10/23/2020,Prince William,16582,1173,258
10/22/2020,Alexandria,4162,326,75
10/22/2020,Arlington,4457,524,152
10/22/2020,Fairfax,23245,2247,620
10/22/2020,Loudoun,7680,470,130
10/22/2020,Prince William,16496,1174,258
10/21/2020,Alexandria,4144,326,75
10/21/2020,Arlington,4437,522,152
10/21/2020,Fairfax,23081,2242,619
10/21/2020,Loudoun,7634,470,130
10/21/2020,Prince William,16387,1166,257
10/20/2020,Alexandria,4133,324,75
10/20/2020,Arlington,4399,520,152
10/20/2020,Fairfax,22999,2239,617
10/20/2020,Loudoun,7599,470,130
10/20/2020,Prince William,16319,1166,256
10/19/2020,Alexandria,4123,323,75
10/19/2020,Arlington,4384,519,152
10/19/2020,Fairfax,22916,2239,617
10/19/2020,Loudoun,7576,468,129
10/19/2020,Prince William,16257,1157,252
10/18/2020,Alexandria,4117,323,74
10/18/2020,Arlington,4372,518,152
10/18/2020,Fairfax,22846,2236,617
10/18/2020,Loudoun,7558,468,129
10/18/2020,Prince William,16198,1155,251
10/17/2020,Alexandria,4104,323,74
10/17/2020,Arlington,4345,518,152
10/17/2020,Fairfax,22756,2231,616
10/17/2020,Loudoun,7505,466,129
10/17/2020,Prince William,16131,1154,251
10/16/2020,Alexandria,4086,323,74
10/16/2020,Arlington,4318,518,153
10/16/2020,Fairfax,22681,2233,614
10/16/2020,Loudoun,7454,463,129
10/16/2020,Prince William,16086,1151,250
10/15/2020,Alexandria,4077,324,73
10/15/2020,Arlington,4278,518,152
10/15/2020,Fairfax,22560,2227,615
10/15/2020,Loudoun,7417,459,129
10/15/2020,Prince William,16022,1144,249
10/14/2020,Alexandria,4057,323,73
10/14/2020,Arlington,4250,518,152
10/14/2020,Fairfax,22495,2224,614
10/14/2020,Loudoun,7301,452,128
10/14/2020,Prince William,15937,1139,249
10/13/2020,Alexandria,4045,323,73
10/13/2020,Arlington,4228,513,152
10/13/2020,Fairfax,22404,2223,614
10/13/2020,Loudoun,7303,451,128
10/13/2020,Prince William,15906,1139,249
10/12/2020,Alexandria,4032,323,73
10/12/2020,Arlington,4209,511,152
10/12/2020,Fairfax,22307,2221,614
10/12/2020,Loudoun,7259,449,128
10/12/2020,Prince William,15785,1130,245
10/11/2020,Alexandria,4027,323,73
10/11/2020,Arlington,4187,510,152
10/11/2020,Fairfax,22170,2217,614
10/11/2020,Loudoun,7217,447,128
10/11/2020,Prince William,15717,1130,245
10/10/2020,Alexandria,4009,323,73
10/10/2020,Arlington,4170,510,152
10/10/2020,Fairfax,22078,2216,614
10/10/2020,Loudoun,7181,447,128
10/10/2020,Prince William,15683,1129,245
10/09/2020,Alexandria,3977,322,73
10/09/2020,Arlington,4148,509,152
10/09/2020,Fairfax,21951,2212,613
10/09/2020,Loudoun,7137,444,128
10/09/2020,Prince William,15627,1127,245
10/08/2020,Alexandria,3961,324,73
10/08/2020,Arlington,4132,508,152
10/08/2020,Fairfax,21845,2206,610
10/08/2020,Loudoun,7110,442,127
10/08/2020,Prince William,15570,1121,244
10/07/2020,Alexandria,3938,327,71
10/07/2020,Arlington,4083,508,152
10/07/2020,Fairfax,21659,2206,609
10/07/2020,Loudoun,7042,441,127
10/07/2020,Prince William,15435,1117,240
10/06/2020,Alexandria,3932,327,71
10/06/2020,Arlington,4068,508,152
10/06/2020,Fairfax,21626,2208,607
10/06/2020,Loudoun,7026,441,126
10/06/2020,Prince William,15381,1116,240
10/05/2020,Alexandria,3927,327,70
10/05/2020,Arlington,4057,507,152
10/05/2020,Fairfax,21568,2206,605
10/05/2020,Loudoun,6987,437,126
10/05/2020,Prince William,15349,1113,240
10/04/2020,Alexandria,3912,326,70
10/04/2020,Arlington,4045,505,151
10/04/2020,Fairfax,21493,2205,605
10/04/2020,Loudoun,6985,437,126
10/04/2020,Prince William,15307,1109,241
10/03/2020,Alexandria,3893,326,70
10/03/2020,Arlington,4026,505,151
10/03/2020,Fairfax,21385,2203,605
10/03/2020,Loudoun,6954,437,126
10/03/2020,Prince William,15216,1108,241
10/02/2020,Alexandria,3873,326,69
10/02/2020,Arlington,4009,503,151
10/02/2020,Fairfax,21272,2196,605
10/02/2020,Loudoun,6916,436,126
10/02/2020,Prince William,15183,1107,242
10/01/2020,Alexandria,3859,324,69
10/01/2020,Arlington,3997,500,150
10/01/2020,Fairfax,21226,2193,603
10/01/2020,Loudoun,6887,436,126
10/01/2020,Prince William,15138,1104,241
09/30/2020,Alexandria,3852,323,69
09/30/2020,Arlington,3995,500,150
09/30/2020,Fairfax,21188,2187,603
09/30/2020,Loudoun,6889,435,125
09/30/2020,Prince William,15112,1100,239
09/29/2020,Alexandria,3841,321,69
09/29/2020,Arlington,3985,499,150
09/29/2020,Fairfax,21132,2183,601
09/29/2020,Loudoun,6851,432,124
09/29/2020,Prince William,15083,1097,236
09/28/2020,Alexandria,3825,321,69
09/28/2020,Arlington,3963,498,149
09/28/2020,Fairfax,21030,2180,601
09/28/2020,Loudoun,6830,429,124
09/28/2020,Prince William,15016,1093,236
09/27/2020,Alexandria,3814,320,69
09/27/2020,Arlington,3951,498,149
09/27/2020,Fairfax,21008,2180,601
09/27/2020,Loudoun,6816,429,124
09/27/2020,Prince William,14981,1091,236
09/26/2020,Alexandria,3804,319,69
09/26/2020,Arlington,3935,498,149
09/26/2020,Fairfax,20893,2180,601
09/26/2020,Loudoun,6792,429,124
09/26/2020,Prince William,14922,1090,236
09/25/2020,Alexandria,3780,318,69
09/25/2020,Arlington,3909,498,148
09/25/2020,Fairfax,20832,2173,600
09/25/2020,Loudoun,6774,428,124
09/25/2020,Prince William,14846,1088,235
09/24/2020,Alexandria,3761,317,69
09/24/2020,Arlington,3889,498,148
09/24/2020,Fairfax,20710,2181,596
09/24/2020,Loudoun,6747,428,124
09/24/2020,Prince William,14767,1086,234
09/23/2020,Alexandria,3741,314,68
09/23/2020,Arlington,3877,497,148
09/23/2020,Fairfax,20640,2172,596
09/23/2020,Loudoun,6720,428,123
09/23/2020,Prince William,14726,1084,233
09/22/2020,Alexandria,3727,314,68
09/22/2020,Arlington,3855,494,148
09/22/2020,Fairfax,20576,2168,596
09/22/2020,Loudoun,6698,428,123
09/22/2020,Prince William,14691,1083,233
09/21/2020,Alexandria,3716,312,68
09/21/2020,Arlington,3851,493,147
09/21/2020,Fairfax,20507,2153,594
09/21/2020,Loudoun,6678,426,123
09/21/2020,Prince William,14619,1082,231
09/20/2020,Alexandria,3696,312,68
09/20/2020,Arlington,3840,492,146
09/20/2020,Fairfax,20461,2151,594
09/20/2020,Loudoun,6656,426,123
09/20/2020,Prince William,14587,1080,231
09/19/2020,Alexandria,3684,310,68
09/19/2020,Arlington,3835,491,146
09/19/2020,Fairfax,20357,2150,592
09/19/2020,Loudoun,6633,426,123
09/19/2020,Prince William,14509,1078,231
09/18/2020,Alexandria,3671,308,67
09/18/2020,Arlington,3819,491,146
09/18/2020,Fairfax,20242,2146,587
09/18/2020,Loudoun,6615,425,122
09/18/2020,Prince William,14446,1077,228
09/17/2020,Alexandria,3649,306,66
09/17/2020,Arlington,3791,491,146
09/17/2020,Fairfax,20121,2147,586
09/17/2020,Loudoun,6567,420,120
09/17/2020,Prince William,14356,1076,228
09/16/2020,Alexandria,3628,305,66
09/16/2020,Arlington,3779,488,146
09/16/2020,Fairfax,20035,2142,585
09/16/2020,Loudoun,6523,417,119
09/16/2020,Prince William,14277,1073,228
09/15/2020,Alexandria,3615,305,65
09/15/2020,Arlington,3759,487,145
09/15/2020,Fairfax,19930,2135,583
09/15/2020,Loudoun,6489,414,119
09/15/2020,Prince William,14231,1071,225
09/14/2020,Alexandria,3613,305,62
09/14/2020,Arlington,3741,487,145
09/14/2020,Fairfax,19854,2140,582
09/14/2020,Loudoun,6449,411,118
09/14/2020,Prince William,14147,1067,223
09/13/2020,Alexandria,3602,305,62
09/13/2020,Arlington,3727,484,145
09/13/2020,Fairfax,19796,2135,582
09/13/2020,Loudoun,6443,410,118
09/13/2020,Prince William,14120,1067,223
09/12/2020,Alexandria,3594,305,62
09/12/2020,Arlington,3710,481,145
09/12/2020,Fairfax,19688,2131,582
09/12/2020,Loudoun,6409,410,118
09/12/2020,Prince William,14054,1063,223
09/11/2020,Alexandria,3577,304,62
09/11/2020,Arlington,3700,481,144
09/11/2020,Fairfax,19553,2124,581
09/11/2020,Loudoun,6377,408,118
09/11/2020,Prince William,13967,1061,223
09/10/2020,Alexandria,3558,303,62
09/10/2020,Arlington,3687,481,144
09/10/2020,Fairfax,19474,2123,580
09/10/2020,Loudoun,6327,402,118
09/10/2020,Prince William,13869,1061,223
09/09/2020,Alexandria,3546,302,62
09/09/2020,Arlington,3679,480,143
09/09/2020,Fairfax,19369,2120,580
09/09/2020,Loudoun,6273,399,118
09/09/2020,Prince William,13793,1057,219
09/08/2020,Alexandria,3527,302,62
09/08/2020,Arlington,3656,478,143
09/08/2020,Fairfax,19326,2114,577
09/08/2020,Loudoun,6263,396,118
09/08/2020,Prince William,13722,1054,219
09/07/2020,Alexandria,3511,302,62
09/07/2020,Arlington,3640,476,143
09/07/2020,Fairfax,19246,2111,576
09/07/2020,Loudoun,6223,395,118
09/07/2020,Prince William,13672,1053,219
09/06/2020,Alexandria,3500,302,62
09/06/2020,Arlington,3632,476,143
09/06/2020,Fairfax,19174,2110,576
09/06/2020,Loudoun,6198,394,118
09/06/2020,Prince William,13630,1051,219
09/05/2020,Alexandria,3476,302,62
09/05/2020,Arlington,3620,476,143
09/05/2020,Fairfax,19068,2107,576
09/05/2020,Loudoun,6166,394,118
09/05/2020,Prince William,13530,1049,219
09/04/2020,Alexandria,3459,302,62
09/04/2020,Arlington,3605,472,142
09/04/2020,Fairfax,18930,2103,576
09/04/2020,Loudoun,6146,394,118
09/04/2020,Prince William,13483,1046,219
09/03/2020,Alexandria,3436,301,62
09/03/2020,Arlington,3587,470,141
09/03/2020,Fairfax,18858,2100,576
09/03/2020,Loudoun,6077,391,118
09/03/2020,Prince William,13414,1045,219
09/02/2020,Alexandria,3415,300,62
09/02/2020,Arlington,3569,469,141
09/02/2020,Fairfax,18793,2086,575
09/02/2020,Loudoun,6053,389,118
09/02/2020,Prince William,13328,1041,218
09/01/2020,Alexandria,3395,298,62
09/01/2020,Arlington,3560,466,140
09/01/2020,Fairfax,18696,2082,574
09/01/2020,Loudoun,6008,387,118
09/01/2020,Prince William,13282,1038,216
08/31/2020,Alexandria,3378,298,62
08/31/2020,Arlington,3555,467,138
08/31/2020,Fairfax,18603,2080,572
08/31/2020,Loudoun,5979,384,118
08/31/2020,Prince William,13206,1033,215
08/30/2020,Alexandria,3369,298,62
08/30/2020,Arlington,3540,466,137
08/30/2020,Fairfax,18496,2078,569
08/30/2020,Loudoun,5945,383,118
08/30/2020,Prince William,13124,1033,214
08/29/2020,Alexandria,3358,297,62
08/29/2020,Arlington,3513,461,137
08/29/2020,Fairfax,18378,2075,569
08/29/2020,Loudoun,5924,379,118
08/29/2020,Prince William,13073,1030,214
08/28/2020,Alexandria,3352,297,64
08/28/2020,Arlington,3492,458,137
08/28/2020,Fairfax,18260,2067,564
08/28/2020,Loudoun,5878,374,118
08/28/2020,Prince William,12988,1026,213
08/27/2020,Alexandria,3333,297,61
08/27/2020,Arlington,3457,454,138
08/27/2020,Fairfax,18134,2054,563
08/27/2020,Loudoun,5825,373,117
08/27/2020,Prince William,12910,1024,213
08/26/2020,Alexandria,3324,296,61
08/26/2020,Arlington,3435,452,138
08/26/2020,Fairfax,18053,2041,563
08/26/2020,Loudoun,5787,370,117
08/26/2020,Prince William,12838,1021,213
08/25/2020,Alexandria,3309,294,61
08/25/2020,Arlington,3415,452,138
08/25/2020,Fairfax,17956,2036,561
08/25/2020,Loudoun,5769,369,115
08/25/2020,Prince William,12793,1017,213
08/23/2020,Alexandria,3257,292,61
08/23/2020,Arlington,3383,449,137
08/23/2020,Fairfax,17817,2036,556
08/23/2020,Loudoun,5712,366,115
08/23/2020,Prince William,12647,1012,213
08/22/2020,Alexandria,3238,292,61
08/22/2020,Arlington,3357,449,137
08/22/2020,Fairfax,17701,2029,553
08/22/2020,Loudoun,5684,365,115
08/22/2020,Prince William,12576,1010,212
08/21/2020,Alexandria,3203,288,61
08/21/2020,Arlington,3334,448,137
08/21/2020,Fairfax,17589,2028,553
08/21/2020,Loudoun,5647,364,115
08/21/2020,Prince William,12476,1008,210
08/20/2020,Alexandria,3186,287,61
08/20/2020,Arlington,3310,447,137
08/20/2020,Fairfax,17499,2025,553
08/20/2020,Loudoun,5614,363,115
08/20/2020,Prince William,12380,1002,210
08/19/2020,Alexandria,3165,287,61
08/19/2020,Arlington,3293,442,135
08/19/2020,Fairfax,17396,2007,551
08/19/2020,Loudoun,5580,361,115
08/19/2020,Prince William,12305,1000,209
08/18/2020,Alexandria,3146,287,61
08/18/2020,Arlington,3264,438,135
08/18/2020,Fairfax,17319,1995,550
08/18/2020,Loudoun,5552,361,115
08/18/2020,Prince William,12252,995,208
08/17/2020,Alexandria,3130,284,61
08/17/2020,Arlington,3246,437,135
08/17/2020,Fairfax,17236,1989,548
08/17/2020,Loudoun,5528,361,115
08/17/2020,Prince William,12178,990,207
08/16/2020,Alexandria,3104,284,61
08/16/2020,Arlington,3229,437,135
08/16/2020,Fairfax,17160,1988,546
08/16/2020,Loudoun,5511,360,115
08/16/2020,Prince William,12135,990,207
08/15/2020,Alexandria,3082,283,61
08/15/2020,Arlington,3196,437,135
08/15/2020,Fairfax,17042,1987,546
08/15/2020,Loudoun,5482,360,115
08/15/2020,Prince William,12050,988,207
08/14/2020,Alexandria,3050,282,61
08/14/2020,Arlington,3176,437,135
08/14/2020,Fairfax,16972,1976,544
08/14/2020,Loudoun,5441,358,115
08/14/2020,Prince William,11992,987,207
08/13/2020,Alexandria,3020,281,60
08/13/2020,Arlington,3134,437,135
08/13/2020,Fairfax,16858,1975,543
08/13/2020,Loudoun,5403,356,115
08/13/2020,Prince William,11885,986,207
08/12/2020,Alexandria,3014,281,60
08/12/2020,Arlington,3118,437,135
08/12/2020,Fairfax,16795,1973,542
08/12/2020,Loudoun,5372,353,115
08/12/2020,Prince William,11793,978,206
08/11/2020,Alexandria,2995,281,60
08/11/2020,Arlington,3105,437,135
08/11/2020,Fairfax,16695,1961,542
08/11/2020,Loudoun,5346,352,115
08/11/2020,Prince William,11748,977,205
08/10/2020,Alexandria,2976,278,60
08/10/2020,Arlington,3091,437,135
08/10/2020,Fairfax,16596,1959,542
08/10/2020,Loudoun,5306,349,115
08/10/2020,Prince William,11693,975,205
08/09/2020,Alexandria,2964,278,60
08/09/2020,Arlington,3077,437,135
08/09/2020,Fairfax,16524,1957,542
08/09/2020,Loudoun,5280,349,115
08/09/2020,Prince William,11657,974,205
08/08/2020,Alexandria,2949,278,60
08/08/2020,Arlington,3062,437,135
08/08/2020,Fairfax,16447,1953,542
08/08/2020,Loudoun,5254,349,115
08/08/2020,Prince William,11584,971,205
08/07/2020,Alexandria,2917,275,60
08/07/2020,Arlington,3037,436,135
08/07/2020,Fairfax,16385,1947,543
08/07/2020,Loudoun,5196,346,115
08/07/2020,Prince William,11483,972,205
08/06/2020,Alexandria,2887,274,60
08/06/2020,Arlington,3013,436,135
08/06/2020,Fairfax,16228,1933,540
08/06/2020,Loudoun,5150,342,115
08/06/2020,Prince William,11294,964,204
08/05/2020,Alexandria,2872,274,60
08/05/2020,Arlington,2997,436,135
08/05/2020,Fairfax,16160,1925,542
08/05/2020,Loudoun,5117,340,113
08/05/2020,Prince William,11264,964,202
08/04/2020,Alexandria,2867,273,60
08/04/2020,Arlington,2973,436,136
08/04/2020,Fairfax,16127,1927,540
08/04/2020,Loudoun,5093,339,113
08/04/2020,Prince William,11205,956,200
08/03/2020,Alexandria,2844,269,59
08/03/2020,Arlington,2945,436,136
08/03/2020,Fairfax,16048,1924,536
08/03/2020,Loudoun,5059,339,112
08/03/2020,Prince William,11100,955,200
08/02/2020,Alexandria,2820,268,59
08/02/2020,Arlington,2925,435,136
08/02/2020,Fairfax,15908,1923,536
08/02/2020,Loudoun,5034,336,112
08/02/2020,Prince William,11016,951,199
08/01/2020,Alexandria,2811,270,59
08/01/2020,Arlington,2906,435,136
08/01/2020,Fairfax,15828,1921,535
08/01/2020,Loudoun,5014,336,112
08/01/2020,Prince William,10998,947,199
07/31/2020,Alexandria,2798,269,58
07/31/2020,Arlington,2897,434,136
07/31/2020,Fairfax,15755,1920,533
07/31/2020,Loudoun,4995,335,110
07/31/2020,Prince William,10939,942,197
07/30/2020,Alexandria,2779,266,57
07/30/2020,Arlington,2874,433,135
07/30/2020,Fairfax,15748,1892,532
07/30/2020,Loudoun,4985,331,109
07/30/2020,Prince William,10875,938,196
07/29/2020,Alexandria,2759,266,57
07/29/2020,Arlington,2857,431,135
07/29/2020,Fairfax,15703,1887,532
07/29/2020,Loudoun,4965,328,109
07/29/2020,Prince William,10803,937,195
07/28/2020,Alexandria,2749,266,57
07/28/2020,Arlington,2843,431,135
07/28/2020,Fairfax,15639,1878,532
07/28/2020,Loudoun,4939,328,108
07/28/2020,Prince William,10735,934,194
07/27/2020,Alexandria,2735,266,57
07/27/2020,Arlington,2823,431,135
07/27/2020,Fairfax,15586,1875,530
07/27/2020,Loudoun,4914,327,106
07/27/2020,Prince William,10641,931,194
07/26/2020,Alexandria,2695,265,57
07/26/2020,Arlington,2807,431,135
07/26/2020,Fairfax,15433,1871,528
07/26/2020,Loudoun,4820,325,106
07/26/2020,Prince William,10508,930,194
07/25/2020,Alexandria,2687,264,57
07/25/2020,Arlington,2801,431,135
07/25/2020,Fairfax,15394,1869,528
07/25/2020,Loudoun,4796,325,106
07/25/2020,Prince William,10460,928,194
07/24/2020,Alexandria,2662,262,56
07/24/2020,Arlington,2783,431,135
07/24/2020,Fairfax,15359,1857,526
07/24/2020,Loudoun,4769,326,106
07/24/2020,Prince William,10411,928,194
07/23/2020,Alexandria,2639,256,56
07/23/2020,Arlington,2776,431,135
07/23/2020,Fairfax,15255,1816,524
07/23/2020,Loudoun,4758,325,106
07/23/2020,Prince William,10353,924,192
07/22/2020,Alexandria,2618,256,56
07/22/2020,Arlington,2763,431,135
07/22/2020,Fairfax,15206,1812,523
07/22/2020,Loudoun,4738,324,106
07/22/2020,Prince William,10287,909,192
07/21/2020,Alexandria,2582,255,56
07/21/2020,Arlington,2750,431,135
07/21/2020,Fairfax,15121,1813,523
07/21/2020,Loudoun,4695,324,106
07/21/2020,Prince William,10248,889,191
07/20/2020,Alexandria,2559,255,56
07/20/2020,Arlington,2737,430,135
07/20/2020,Fairfax,15062,1812,522
07/20/2020,Loudoun,4670,317,103
07/20/2020,Prince William,10193,884,189
07/19/2020,Alexandria,2547,255,56
07/19/2020,Arlington,2733,430,135
07/19/2020,Fairfax,15005,1810,522
07/19/2020,Loudoun,4647,317,103
07/19/2020,Prince William,10151,884,189
07/18/2020,Alexandria,2540,255,56
07/18/2020,Arlington,2726,427,135
07/18/2020,Fairfax,14925,1808,522
07/18/2020,Loudoun,4596,317,103
07/18/2020,Prince William,10095,883,188
07/17/2020,Alexandria,2523,255,56
07/17/2020,Arlington,2704,427,135
07/17/2020,Fairfax,14858,1806,522
07/17/2020,Loudoun,4576,315,102
07/17/2020,Prince William,10013,881,187
07/16/2020,Alexandria,2507,253,56
07/16/2020,Arlington,2691,426,134
07/16/2020,Fairfax,14815,1783,523
07/16/2020,Loudoun,4557,308,101
07/16/2020,Prince William,9941,877,185
07/15/2020,Alexandria,2486,253,57
07/15/2020,Arlington,2677,422,134
07/15/2020,Fairfax,14781,1769,516
07/15/2020,Loudoun,4519,301,101
07/15/2020,Prince William,9907,869,185
07/14/2020,Alexandria,2465,250,57
07/14/2020,Arlington,2660,422,134
07/14/2020,Fairfax,14701,1739,514
07/14/2020,Loudoun,4458,296,99
07/14/2020,Prince William,9845,864,182
07/13/2020,Alexandria,2456,249,57
07/13/2020,Arlington,2626,422,134
07/13/2020,Fairfax,14682,1729,514
07/13/2020,Loudoun,4431,289,99
07/13/2020,Prince William,9802,859,182
07/12/2020,Alexandria,2455,249,57
07/12/2020,Arlington,2615,425,134
07/12/2020,Fairfax,14607,1728,514
07/12/2020,Loudoun,4407,289,99
07/12/2020,Prince William,9752,859,182
07/11/2020,Alexandria,2453,248,57
07/11/2020,Arlington,2597,425,134
07/11/2020,Fairfax,14528,1723,512
07/11/2020,Loudoun,4373,289,99
07/11/2020,Prince William,9708,850,181
07/10/2020,Alexandria,2439,247,57
07/10/2020,Arlington,2582,425,133
07/10/2020,Fairfax,14479,1718,513
07/10/2020,Loudoun,4349,288,99
07/10/2020,Prince William,9669,848,180
07/09/2020,Alexandria,2419,244,57
07/09/2020,Arlington,2567,423,132
07/09/2020,Fairfax,14409,1717,511
07/09/2020,Loudoun,4319,286,99
07/09/2020,Prince William,9602,847,179
07/08/2020,Alexandria,2408,242,57
07/08/2020,Arlington,2558,422,132
